image,mask,case,slice
experiments\preprocessed_debug\images\t2_anatomy_reader1_s173.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s173.png,t2_anatomy_reader1,173
experiments\preprocessed_debug\images\t2_anatomy_reader1_s174.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s174.png,t2_anatomy_reader1,174
experiments\preprocessed_debug\images\t2_anatomy_reader1_s175.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s175.png,t2_anatomy_reader1,175
experiments\preprocessed_debug\images\t2_anatomy_reader1_s176.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s176.png,t2_anatomy_reader1,176
experiments\preprocessed_debug\images\t2_anatomy_reader1_s177.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s177.png,t2_anatomy_reader1,177
experiments\preprocessed_debug\images\t2_anatomy_reader1_s178.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s178.png,t2_anatomy_reader1,178
experiments\preprocessed_debug\images\t2_anatomy_reader1_s179.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s179.png,t2_anatomy_reader1,179
experiments\preprocessed_debug\images\t2_anatomy_reader1_s180.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s180.png,t2_anatomy_reader1,180
experiments\preprocessed_debug\images\t2_anatomy_reader1_s181.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s181.png,t2_anatomy_reader1,181
experiments\preprocessed_debug\images\t2_anatomy_reader1_s182.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s182.png,t2_anatomy_reader1,182
experiments\preprocessed_debug\images\t2_anatomy_reader1_s183.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s183.png,t2_anatomy_reader1,183
experiments\preprocessed_debug\images\t2_anatomy_reader1_s184.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s184.png,t2_anatomy_reader1,184
experiments\preprocessed_debug\images\t2_anatomy_reader1_s185.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s185.png,t2_anatomy_reader1,185
experiments\preprocessed_debug\images\t2_anatomy_reader1_s186.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s186.png,t2_anatomy_reader1,186
experiments\preprocessed_debug\images\t2_anatomy_reader1_s187.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s187.png,t2_anatomy_reader1,187
experiments\preprocessed_debug\images\t2_anatomy_reader1_s188.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s188.png,t2_anatomy_reader1,188
experiments\preprocessed_debug\images\t2_anatomy_reader1_s189.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s189.png,t2_anatomy_reader1,189
experiments\preprocessed_debug\images\t2_anatomy_reader1_s190.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s190.png,t2_anatomy_reader1,190
experiments\preprocessed_debug\images\t2_anatomy_reader1_s191.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s191.png,t2_anatomy_reader1,191
experiments\preprocessed_debug\images\t2_anatomy_reader1_s192.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s192.png,t2_anatomy_reader1,192
experiments\preprocessed_debug\images\t2_anatomy_reader1_s193.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s193.png,t2_anatomy_reader1,193
experiments\preprocessed_debug\images\t2_anatomy_reader1_s194.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s194.png,t2_anatomy_reader1,194
experiments\preprocessed_debug\images\t2_anatomy_reader1_s195.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s195.png,t2_anatomy_reader1,195
experiments\preprocessed_debug\images\t2_anatomy_reader1_s196.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s196.png,t2_anatomy_reader1,196
experiments\preprocessed_debug\images\t2_anatomy_reader1_s197.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s197.png,t2_anatomy_reader1,197
experiments\preprocessed_debug\images\t2_anatomy_reader1_s198.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s198.png,t2_anatomy_reader1,198
experiments\preprocessed_debug\images\t2_anatomy_reader1_s199.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s199.png,t2_anatomy_reader1,199
experiments\preprocessed_debug\images\t2_anatomy_reader1_s200.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s200.png,t2_anatomy_reader1,200
experiments\preprocessed_debug\images\t2_anatomy_reader1_s201.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s201.png,t2_anatomy_reader1,201
experiments\preprocessed_debug\images\t2_anatomy_reader1_s202.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s202.png,t2_anatomy_reader1,202
experiments\preprocessed_debug\images\t2_anatomy_reader1_s203.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s203.png,t2_anatomy_reader1,203
experiments\preprocessed_debug\images\t2_anatomy_reader1_s204.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s204.png,t2_anatomy_reader1,204
experiments\preprocessed_debug\images\t2_anatomy_reader1_s205.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s205.png,t2_anatomy_reader1,205
experiments\preprocessed_debug\images\t2_anatomy_reader1_s206.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s206.png,t2_anatomy_reader1,206
experiments\preprocessed_debug\images\t2_anatomy_reader1_s207.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s207.png,t2_anatomy_reader1,207
experiments\preprocessed_debug\images\t2_anatomy_reader1_s208.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s208.png,t2_anatomy_reader1,208
experiments\preprocessed_debug\images\t2_anatomy_reader1_s209.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s209.png,t2_anatomy_reader1,209
experiments\preprocessed_debug\images\t2_anatomy_reader1_s210.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s210.png,t2_anatomy_reader1,210
experiments\preprocessed_debug\images\t2_anatomy_reader1_s211.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s211.png,t2_anatomy_reader1,211
experiments\preprocessed_debug\images\t2_anatomy_reader1_s212.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s212.png,t2_anatomy_reader1,212
experiments\preprocessed_debug\images\t2_anatomy_reader1_s213.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s213.png,t2_anatomy_reader1,213
experiments\preprocessed_debug\images\t2_anatomy_reader1_s214.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s214.png,t2_anatomy_reader1,214
experiments\preprocessed_debug\images\t2_anatomy_reader1_s215.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s215.png,t2_anatomy_reader1,215
experiments\preprocessed_debug\images\t2_anatomy_reader1_s216.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s216.png,t2_anatomy_reader1,216
experiments\preprocessed_debug\images\t2_anatomy_reader1_s217.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s217.png,t2_anatomy_reader1,217
experiments\preprocessed_debug\images\t2_anatomy_reader1_s218.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s218.png,t2_anatomy_reader1,218
experiments\preprocessed_debug\images\t2_anatomy_reader1_s219.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s219.png,t2_anatomy_reader1,219
experiments\preprocessed_debug\images\t2_anatomy_reader1_s220.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s220.png,t2_anatomy_reader1,220
experiments\preprocessed_debug\images\t2_anatomy_reader1_s221.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s221.png,t2_anatomy_reader1,221
experiments\preprocessed_debug\images\t2_anatomy_reader1_s222.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s222.png,t2_anatomy_reader1,222
experiments\preprocessed_debug\images\t2_anatomy_reader1_s223.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s223.png,t2_anatomy_reader1,223
experiments\preprocessed_debug\images\t2_anatomy_reader1_s224.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s224.png,t2_anatomy_reader1,224
experiments\preprocessed_debug\images\t2_anatomy_reader1_s225.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s225.png,t2_anatomy_reader1,225
experiments\preprocessed_debug\images\t2_anatomy_reader1_s226.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s226.png,t2_anatomy_reader1,226
experiments\preprocessed_debug\images\t2_anatomy_reader1_s227.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s227.png,t2_anatomy_reader1,227
experiments\preprocessed_debug\images\t2_anatomy_reader1_s228.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s228.png,t2_anatomy_reader1,228
experiments\preprocessed_debug\images\t2_anatomy_reader1_s229.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s229.png,t2_anatomy_reader1,229
experiments\preprocessed_debug\images\t2_anatomy_reader1_s230.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s230.png,t2_anatomy_reader1,230
experiments\preprocessed_debug\images\t2_anatomy_reader1_s231.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s231.png,t2_anatomy_reader1,231
experiments\preprocessed_debug\images\t2_anatomy_reader1_s232.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s232.png,t2_anatomy_reader1,232
experiments\preprocessed_debug\images\t2_anatomy_reader1_s233.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s233.png,t2_anatomy_reader1,233
experiments\preprocessed_debug\images\t2_anatomy_reader1_s234.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s234.png,t2_anatomy_reader1,234
experiments\preprocessed_debug\images\t2_anatomy_reader1_s235.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s235.png,t2_anatomy_reader1,235
experiments\preprocessed_debug\images\t2_anatomy_reader1_s236.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s236.png,t2_anatomy_reader1,236
experiments\preprocessed_debug\images\t2_anatomy_reader1_s237.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s237.png,t2_anatomy_reader1,237
experiments\preprocessed_debug\images\t2_anatomy_reader1_s238.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s238.png,t2_anatomy_reader1,238
experiments\preprocessed_debug\images\t2_anatomy_reader1_s239.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s239.png,t2_anatomy_reader1,239
experiments\preprocessed_debug\images\t2_anatomy_reader1_s240.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s240.png,t2_anatomy_reader1,240
experiments\preprocessed_debug\images\t2_anatomy_reader1_s241.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s241.png,t2_anatomy_reader1,241
experiments\preprocessed_debug\images\t2_anatomy_reader1_s242.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s242.png,t2_anatomy_reader1,242
experiments\preprocessed_debug\images\t2_anatomy_reader1_s243.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s243.png,t2_anatomy_reader1,243
experiments\preprocessed_debug\images\t2_anatomy_reader1_s244.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s244.png,t2_anatomy_reader1,244
experiments\preprocessed_debug\images\t2_anatomy_reader1_s245.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s245.png,t2_anatomy_reader1,245
experiments\preprocessed_debug\images\t2_anatomy_reader1_s246.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s246.png,t2_anatomy_reader1,246
experiments\preprocessed_debug\images\t2_anatomy_reader1_s247.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s247.png,t2_anatomy_reader1,247
experiments\preprocessed_debug\images\t2_anatomy_reader1_s248.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s248.png,t2_anatomy_reader1,248
experiments\preprocessed_debug\images\t2_anatomy_reader1_s249.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s249.png,t2_anatomy_reader1,249
experiments\preprocessed_debug\images\t2_anatomy_reader1_s250.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s250.png,t2_anatomy_reader1,250
experiments\preprocessed_debug\images\t2_anatomy_reader1_s251.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s251.png,t2_anatomy_reader1,251
experiments\preprocessed_debug\images\t2_anatomy_reader1_s252.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s252.png,t2_anatomy_reader1,252
experiments\preprocessed_debug\images\t2_anatomy_reader1_s253.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s253.png,t2_anatomy_reader1,253
experiments\preprocessed_debug\images\t2_anatomy_reader1_s254.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s254.png,t2_anatomy_reader1,254
experiments\preprocessed_debug\images\t2_anatomy_reader1_s255.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s255.png,t2_anatomy_reader1,255
experiments\preprocessed_debug\images\t2_anatomy_reader1_s256.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s256.png,t2_anatomy_reader1,256
experiments\preprocessed_debug\images\t2_anatomy_reader1_s257.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s257.png,t2_anatomy_reader1,257
experiments\preprocessed_debug\images\t2_anatomy_reader1_s258.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s258.png,t2_anatomy_reader1,258
experiments\preprocessed_debug\images\t2_anatomy_reader1_s259.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s259.png,t2_anatomy_reader1,259
experiments\preprocessed_debug\images\t2_anatomy_reader1_s260.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s260.png,t2_anatomy_reader1,260
experiments\preprocessed_debug\images\t2_anatomy_reader1_s261.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s261.png,t2_anatomy_reader1,261
experiments\preprocessed_debug\images\t2_anatomy_reader1_s262.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s262.png,t2_anatomy_reader1,262
experiments\preprocessed_debug\images\t2_anatomy_reader1_s263.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s263.png,t2_anatomy_reader1,263
experiments\preprocessed_debug\images\t2_anatomy_reader1_s264.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s264.png,t2_anatomy_reader1,264
experiments\preprocessed_debug\images\t2_anatomy_reader1_s265.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s265.png,t2_anatomy_reader1,265
experiments\preprocessed_debug\images\t2_anatomy_reader1_s266.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s266.png,t2_anatomy_reader1,266
experiments\preprocessed_debug\images\t2_anatomy_reader1_s267.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s267.png,t2_anatomy_reader1,267
experiments\preprocessed_debug\images\t2_anatomy_reader1_s268.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s268.png,t2_anatomy_reader1,268
experiments\preprocessed_debug\images\t2_anatomy_reader1_s269.png,experiments\preprocessed_debug\masks\t2_anatomy_reader1_s269.png,t2_anatomy_reader1,269
experiments\preprocessed_debug\images\adc_s000.png,experiments\preprocessed_debug\masks\adc_s000.png,adc,0
experiments\preprocessed_debug\images\adc_s001.png,experiments\preprocessed_debug\masks\adc_s001.png,adc,1
experiments\preprocessed_debug\images\adc_s002.png,experiments\preprocessed_debug\masks\adc_s002.png,adc,2
experiments\preprocessed_debug\images\adc_s003.png,experiments\preprocessed_debug\masks\adc_s003.png,adc,3
experiments\preprocessed_debug\images\adc_s004.png,experiments\preprocessed_debug\masks\adc_s004.png,adc,4
experiments\preprocessed_debug\images\adc_s005.png,experiments\preprocessed_debug\masks\adc_s005.png,adc,5
experiments\preprocessed_debug\images\adc_s006.png,experiments\preprocessed_debug\masks\adc_s006.png,adc,6
experiments\preprocessed_debug\images\adc_s007.png,experiments\preprocessed_debug\masks\adc_s007.png,adc,7
experiments\preprocessed_debug\images\adc_s008.png,experiments\preprocessed_debug\masks\adc_s008.png,adc,8
experiments\preprocessed_debug\images\adc_s009.png,experiments\preprocessed_debug\masks\adc_s009.png,adc,9
experiments\preprocessed_debug\images\adc_s010.png,experiments\preprocessed_debug\masks\adc_s010.png,adc,10
experiments\preprocessed_debug\images\adc_s011.png,experiments\preprocessed_debug\masks\adc_s011.png,adc,11
experiments\preprocessed_debug\images\adc_s012.png,experiments\preprocessed_debug\masks\adc_s012.png,adc,12
experiments\preprocessed_debug\images\adc_s013.png,experiments\preprocessed_debug\masks\adc_s013.png,adc,13
experiments\preprocessed_debug\images\adc_s014.png,experiments\preprocessed_debug\masks\adc_s014.png,adc,14
experiments\preprocessed_debug\images\adc_s015.png,experiments\preprocessed_debug\masks\adc_s015.png,adc,15
experiments\preprocessed_debug\images\adc_s016.png,experiments\preprocessed_debug\masks\adc_s016.png,adc,16
experiments\preprocessed_debug\images\adc_s017.png,experiments\preprocessed_debug\masks\adc_s017.png,adc,17
experiments\preprocessed_debug\images\adc_s018.png,experiments\preprocessed_debug\masks\adc_s018.png,adc,18
experiments\preprocessed_debug\images\adc_s019.png,experiments\preprocessed_debug\masks\adc_s019.png,adc,19
experiments\preprocessed_debug\images\adc_s020.png,experiments\preprocessed_debug\masks\adc_s020.png,adc,20
experiments\preprocessed_debug\images\adc_s021.png,experiments\preprocessed_debug\masks\adc_s021.png,adc,21
experiments\preprocessed_debug\images\adc_s022.png,experiments\preprocessed_debug\masks\adc_s022.png,adc,22
experiments\preprocessed_debug\images\adc_s023.png,experiments\preprocessed_debug\masks\adc_s023.png,adc,23
experiments\preprocessed_debug\images\adc_s024.png,experiments\preprocessed_debug\masks\adc_s024.png,adc,24
experiments\preprocessed_debug\images\adc_s025.png,experiments\preprocessed_debug\masks\adc_s025.png,adc,25
experiments\preprocessed_debug\images\adc_s026.png,experiments\preprocessed_debug\masks\adc_s026.png,adc,26
experiments\preprocessed_debug\images\adc_s027.png,experiments\preprocessed_debug\masks\adc_s027.png,adc,27
experiments\preprocessed_debug\images\adc_s028.png,experiments\preprocessed_debug\masks\adc_s028.png,adc,28
experiments\preprocessed_debug\images\adc_s029.png,experiments\preprocessed_debug\masks\adc_s029.png,adc,29
experiments\preprocessed_debug\images\adc_s030.png,experiments\preprocessed_debug\masks\adc_s030.png,adc,30
experiments\preprocessed_debug\images\adc_s031.png,experiments\preprocessed_debug\masks\adc_s031.png,adc,31
experiments\preprocessed_debug\images\adc_s032.png,experiments\preprocessed_debug\masks\adc_s032.png,adc,32
experiments\preprocessed_debug\images\adc_s033.png,experiments\preprocessed_debug\masks\adc_s033.png,adc,33
experiments\preprocessed_debug\images\adc_s034.png,experiments\preprocessed_debug\masks\adc_s034.png,adc,34
experiments\preprocessed_debug\images\adc_s035.png,experiments\preprocessed_debug\masks\adc_s035.png,adc,35
experiments\preprocessed_debug\images\adc_s036.png,experiments\preprocessed_debug\masks\adc_s036.png,adc,36
experiments\preprocessed_debug\images\adc_s037.png,experiments\preprocessed_debug\masks\adc_s037.png,adc,37
experiments\preprocessed_debug\images\adc_s038.png,experiments\preprocessed_debug\masks\adc_s038.png,adc,38
experiments\preprocessed_debug\images\adc_s039.png,experiments\preprocessed_debug\masks\adc_s039.png,adc,39
experiments\preprocessed_debug\images\adc_s040.png,experiments\preprocessed_debug\masks\adc_s040.png,adc,40
experiments\preprocessed_debug\images\adc_s041.png,experiments\preprocessed_debug\masks\adc_s041.png,adc,41
experiments\preprocessed_debug\images\adc_s042.png,experiments\preprocessed_debug\masks\adc_s042.png,adc,42
experiments\preprocessed_debug\images\adc_s043.png,experiments\preprocessed_debug\masks\adc_s043.png,adc,43
experiments\preprocessed_debug\images\adc_s044.png,experiments\preprocessed_debug\masks\adc_s044.png,adc,44
experiments\preprocessed_debug\images\adc_s045.png,experiments\preprocessed_debug\masks\adc_s045.png,adc,45
experiments\preprocessed_debug\images\adc_s046.png,experiments\preprocessed_debug\masks\adc_s046.png,adc,46
experiments\preprocessed_debug\images\adc_s047.png,experiments\preprocessed_debug\masks\adc_s047.png,adc,47
experiments\preprocessed_debug\images\adc_s048.png,experiments\preprocessed_debug\masks\adc_s048.png,adc,48
experiments\preprocessed_debug\images\adc_s049.png,experiments\preprocessed_debug\masks\adc_s049.png,adc,49
experiments\preprocessed_debug\images\adc_s050.png,experiments\preprocessed_debug\masks\adc_s050.png,adc,50
experiments\preprocessed_debug\images\adc_s051.png,experiments\preprocessed_debug\masks\adc_s051.png,adc,51
experiments\preprocessed_debug\images\adc_s052.png,experiments\preprocessed_debug\masks\adc_s052.png,adc,52
experiments\preprocessed_debug\images\adc_s053.png,experiments\preprocessed_debug\masks\adc_s053.png,adc,53
experiments\preprocessed_debug\images\adc_s054.png,experiments\preprocessed_debug\masks\adc_s054.png,adc,54
experiments\preprocessed_debug\images\adc_s055.png,experiments\preprocessed_debug\masks\adc_s055.png,adc,55
experiments\preprocessed_debug\images\adc_s056.png,experiments\preprocessed_debug\masks\adc_s056.png,adc,56
experiments\preprocessed_debug\images\adc_s057.png,experiments\preprocessed_debug\masks\adc_s057.png,adc,57
experiments\preprocessed_debug\images\adc_s058.png,experiments\preprocessed_debug\masks\adc_s058.png,adc,58
experiments\preprocessed_debug\images\adc_s059.png,experiments\preprocessed_debug\masks\adc_s059.png,adc,59
experiments\preprocessed_debug\images\adc_s060.png,experiments\preprocessed_debug\masks\adc_s060.png,adc,60
experiments\preprocessed_debug\images\adc_s061.png,experiments\preprocessed_debug\masks\adc_s061.png,adc,61
experiments\preprocessed_debug\images\adc_s062.png,experiments\preprocessed_debug\masks\adc_s062.png,adc,62
experiments\preprocessed_debug\images\adc_s063.png,experiments\preprocessed_debug\masks\adc_s063.png,adc,63
experiments\preprocessed_debug\images\adc_s064.png,experiments\preprocessed_debug\masks\adc_s064.png,adc,64
experiments\preprocessed_debug\images\adc_s065.png,experiments\preprocessed_debug\masks\adc_s065.png,adc,65
experiments\preprocessed_debug\images\adc_s066.png,experiments\preprocessed_debug\masks\adc_s066.png,adc,66
experiments\preprocessed_debug\images\adc_s067.png,experiments\preprocessed_debug\masks\adc_s067.png,adc,67
experiments\preprocessed_debug\images\adc_s068.png,experiments\preprocessed_debug\masks\adc_s068.png,adc,68
experiments\preprocessed_debug\images\adc_s069.png,experiments\preprocessed_debug\masks\adc_s069.png,adc,69
experiments\preprocessed_debug\images\adc_s070.png,experiments\preprocessed_debug\masks\adc_s070.png,adc,70
experiments\preprocessed_debug\images\adc_s071.png,experiments\preprocessed_debug\masks\adc_s071.png,adc,71
experiments\preprocessed_debug\images\adc_s072.png,experiments\preprocessed_debug\masks\adc_s072.png,adc,72
experiments\preprocessed_debug\images\adc_s073.png,experiments\preprocessed_debug\masks\adc_s073.png,adc,73
experiments\preprocessed_debug\images\adc_s074.png,experiments\preprocessed_debug\masks\adc_s074.png,adc,74
experiments\preprocessed_debug\images\adc_s075.png,experiments\preprocessed_debug\masks\adc_s075.png,adc,75
experiments\preprocessed_debug\images\adc_s076.png,experiments\preprocessed_debug\masks\adc_s076.png,adc,76
experiments\preprocessed_debug\images\adc_s077.png,experiments\preprocessed_debug\masks\adc_s077.png,adc,77
experiments\preprocessed_debug\images\adc_s078.png,experiments\preprocessed_debug\masks\adc_s078.png,adc,78
experiments\preprocessed_debug\images\adc_s079.png,experiments\preprocessed_debug\masks\adc_s079.png,adc,79
experiments\preprocessed_debug\images\adc_s080.png,experiments\preprocessed_debug\masks\adc_s080.png,adc,80
experiments\preprocessed_debug\images\adc_s081.png,experiments\preprocessed_debug\masks\adc_s081.png,adc,81
experiments\preprocessed_debug\images\adc_s082.png,experiments\preprocessed_debug\masks\adc_s082.png,adc,82
experiments\preprocessed_debug\images\adc_s083.png,experiments\preprocessed_debug\masks\adc_s083.png,adc,83
experiments\preprocessed_debug\images\adc_s084.png,experiments\preprocessed_debug\masks\adc_s084.png,adc,84
experiments\preprocessed_debug\images\adc_s085.png,experiments\preprocessed_debug\masks\adc_s085.png,adc,85
experiments\preprocessed_debug\images\adc_s086.png,experiments\preprocessed_debug\masks\adc_s086.png,adc,86
experiments\preprocessed_debug\images\adc_s087.png,experiments\preprocessed_debug\masks\adc_s087.png,adc,87
experiments\preprocessed_debug\images\adc_s088.png,experiments\preprocessed_debug\masks\adc_s088.png,adc,88
experiments\preprocessed_debug\images\adc_s089.png,experiments\preprocessed_debug\masks\adc_s089.png,adc,89
experiments\preprocessed_debug\images\adc_s090.png,experiments\preprocessed_debug\masks\adc_s090.png,adc,90
experiments\preprocessed_debug\images\adc_s091.png,experiments\preprocessed_debug\masks\adc_s091.png,adc,91
experiments\preprocessed_debug\images\adc_s092.png,experiments\preprocessed_debug\masks\adc_s092.png,adc,92
experiments\preprocessed_debug\images\adc_s093.png,experiments\preprocessed_debug\masks\adc_s093.png,adc,93
experiments\preprocessed_debug\images\adc_s094.png,experiments\preprocessed_debug\masks\adc_s094.png,adc,94
experiments\preprocessed_debug\images\adc_s095.png,experiments\preprocessed_debug\masks\adc_s095.png,adc,95
experiments\preprocessed_debug\images\adc_s096.png,experiments\preprocessed_debug\masks\adc_s096.png,adc,96
experiments\preprocessed_debug\images\adc_s097.png,experiments\preprocessed_debug\masks\adc_s097.png,adc,97
experiments\preprocessed_debug\images\adc_s098.png,experiments\preprocessed_debug\masks\adc_s098.png,adc,98
experiments\preprocessed_debug\images\adc_s099.png,experiments\preprocessed_debug\masks\adc_s099.png,adc,99
experiments\preprocessed_debug\images\adc_s100.png,experiments\preprocessed_debug\masks\adc_s100.png,adc,100
experiments\preprocessed_debug\images\adc_s101.png,experiments\preprocessed_debug\masks\adc_s101.png,adc,101
experiments\preprocessed_debug\images\adc_s102.png,experiments\preprocessed_debug\masks\adc_s102.png,adc,102
experiments\preprocessed_debug\images\adc_s103.png,experiments\preprocessed_debug\masks\adc_s103.png,adc,103
experiments\preprocessed_debug\images\adc_s104.png,experiments\preprocessed_debug\masks\adc_s104.png,adc,104
experiments\preprocessed_debug\images\adc_s105.png,experiments\preprocessed_debug\masks\adc_s105.png,adc,105
experiments\preprocessed_debug\images\adc_s106.png,experiments\preprocessed_debug\masks\adc_s106.png,adc,106
experiments\preprocessed_debug\images\adc_s107.png,experiments\preprocessed_debug\masks\adc_s107.png,adc,107
experiments\preprocessed_debug\images\adc_s108.png,experiments\preprocessed_debug\masks\adc_s108.png,adc,108
experiments\preprocessed_debug\images\adc_s109.png,experiments\preprocessed_debug\masks\adc_s109.png,adc,109
experiments\preprocessed_debug\images\adc_s110.png,experiments\preprocessed_debug\masks\adc_s110.png,adc,110
experiments\preprocessed_debug\images\adc_s111.png,experiments\preprocessed_debug\masks\adc_s111.png,adc,111
experiments\preprocessed_debug\images\adc_s112.png,experiments\preprocessed_debug\masks\adc_s112.png,adc,112
experiments\preprocessed_debug\images\adc_s113.png,experiments\preprocessed_debug\masks\adc_s113.png,adc,113
experiments\preprocessed_debug\images\adc_s114.png,experiments\preprocessed_debug\masks\adc_s114.png,adc,114
experiments\preprocessed_debug\images\adc_s115.png,experiments\preprocessed_debug\masks\adc_s115.png,adc,115
experiments\preprocessed_debug\images\adc_s116.png,experiments\preprocessed_debug\masks\adc_s116.png,adc,116
experiments\preprocessed_debug\images\adc_s117.png,experiments\preprocessed_debug\masks\adc_s117.png,adc,117
experiments\preprocessed_debug\images\adc_s118.png,experiments\preprocessed_debug\masks\adc_s118.png,adc,118
experiments\preprocessed_debug\images\adc_s119.png,experiments\preprocessed_debug\masks\adc_s119.png,adc,119
experiments\preprocessed_debug\images\adc_s120.png,experiments\preprocessed_debug\masks\adc_s120.png,adc,120
